# evidence: schema_drift_phoenix_next
# what: live structure of phoenix_next against sql/schema/, via an empty reference database
# run_utc: 2026-08-01 23:43:35
# git: 0768278-dirty
# host: ss-cric
# row_count: 1758104
# event_watermark: 2026-08-01 23:43:33.119
# frozen_before: 2026-08-01
# frozen_slice_rows: 905558   (event_timestamp < frozen_before, the validated corpus)
# ingest_watermark: 2026-08-01 23:43:33   (NOT REPRODUCIBLE, see below)
# ingest_watermark_warning: ingested_at was added by ALTER after the July rows were loaded.
#   ClickHouse does not rewrite existing parts, so for those 905,558 rows the DEFAULT now()
#   is evaluated AT READ TIME and the column equals the wall clock of whichever query reads
#   it. Proven in evidence/ingested_at_nondeterminism. Do not filter on it.
metric	value
target_database	phoenix_next
reference_database	phoenix_schema_ref	(empty, built from sql/schema/)
drift_allow	<none>
differences	190	(required 0)
allowed_differences	0
verdict	FAIL
difference	> column	audience_minute_snapshot	app_version	LowCardinality(String)			
difference	> column	audience_minute_snapshot	background_entries	UInt32			
difference	> column	audience_minute_snapshot	category	LowCardinality(String)			
difference	> column	audience_minute_snapshot	concurrent_sessions	UInt32			
difference	> column	audience_minute_snapshot	concurrent_users	UInt32			
difference	> column	audience_minute_snapshot	content_id	Int64			
difference	> column	audience_minute_snapshot	country	LowCardinality(String)			
difference	> column	audience_minute_snapshot	first_plays	UInt32			
difference	> column	audience_minute_snapshot	foreground_entries	UInt32			
difference	> column	audience_minute_snapshot	minute	DateTime			
difference	> column	audience_minute_snapshot	platform	LowCardinality(String)			
difference	> column	audience_minute_snapshot	session_ends	UInt32			
difference	> column	audience_minute_snapshot	session_starts	UInt32			
difference	> column	audience_minute_snapshot	title	String			
difference	> column	audience_minute_snapshot	updated_at	DateTime	DEFAULT	now()	
difference	> column	audience_minute_snapshot	version	UInt64			
difference	> column	audience_minute_snapshot	video_errors	UInt32			
difference	> column	audience_minute_snapshot	video_type	LowCardinality(String)			
difference	> column	concurrency_spike_events	absolute_growth	Int64			
difference	> column	concurrency_spike_events	background_rate_after_peak	Float32			
difference	> column	concurrency_spike_events	baseline_concurrency	UInt32			
difference	> column	concurrency_spike_events	concurrency_after_10m	UInt32			
difference	> column	concurrency_spike_events	concurrency_after_15m	UInt32			
difference	> column	concurrency_spike_events	concurrency_after_5m	UInt32			
difference	> column	concurrency_spike_events	confidence	Float32			
difference	> column	concurrency_spike_events	content_id	Int64			
difference	> column	concurrency_spike_events	entered_sessions	UInt32			
difference	> column	concurrency_spike_events	error_rate_after_peak	Float32			
difference	> column	concurrency_spike_events	growth_percent	Float32			
difference	> column	concurrency_spike_events	minutes_above_80pct_peak	UInt16			
difference	> column	concurrency_spike_events	minutes_to_peak	UInt16			
difference	> column	concurrency_spike_events	peak_concurrency	UInt32			
difference	> column	concurrency_spike_events	peak_minute	DateTime			
difference	> column	concurrency_spike_events	retention_10m_percent	Float32			
difference	> column	concurrency_spike_events	retention_15m_percent	Float32			
difference	> column	concurrency_spike_events	retention_5m_percent	Float32			
difference	> column	concurrency_spike_events	spike_type	LowCardinality(String)			
difference	> column	concurrency_spike_events	timeout_rate_after_peak	Float32			
difference	> column	concurrency_spike_events	updated_at	DateTime	DEFAULT	now()	
difference	> column	concurrency_spike_events	version	UInt64			
difference	> column	concurrency_spike_events	window_start	DateTime			
difference	> column	content_entry_cohorts	active_after_10m	UInt32			
difference	> column	content_entry_cohorts	active_after_15m	UInt32			
difference	> column	content_entry_cohorts	active_after_1m	UInt32			
difference	> column	content_entry_cohorts	active_after_5m	UInt32			
difference	> column	content_entry_cohorts	app_version	LowCardinality(String)			
difference	> column	content_entry_cohorts	avg_active_seconds	Float32			
difference	> column	content_entry_cohorts	category	LowCardinality(String)			
difference	> column	content_entry_cohorts	cohort_minute	DateTime			
difference	> column	content_entry_cohorts	content_id	Int64			
difference	> column	content_entry_cohorts	country	LowCardinality(String)			
difference	> column	content_entry_cohorts	entered_sessions	UInt32			
difference	> column	content_entry_cohorts	median_active_seconds	Float32			
difference	> column	content_entry_cohorts	p90_active_seconds	Float32			
difference	> column	content_entry_cohorts	platform	LowCardinality(String)			
difference	> column	content_entry_cohorts	retention_10m	Float32			
difference	> column	content_entry_cohorts	retention_15m	Float32			
difference	> column	content_entry_cohorts	retention_1m	Float32			
difference	> column	content_entry_cohorts	retention_5m	Float32			
difference	> column	content_entry_cohorts	title	String			
difference	> column	content_entry_cohorts	updated_at	DateTime	DEFAULT	now()	
difference	> column	content_entry_cohorts	version	UInt64			
difference	> column	content_entry_cohorts	video_type	LowCardinality(String)			
difference	> column	late_event_audit	arrival_timestamp	DateTime64(3)			
difference	> column	late_event_audit	event	LowCardinality(String)			
difference	> column	late_event_audit	event_date	Date			
difference	> column	late_event_audit	event_timestamp	DateTime64(3)			
difference	> column	late_event_audit	event_type	LowCardinality(String)			
difference	> column	late_event_audit	lateness_class	Enum8('on_time' = 1, 'late_acceptable' = 2, 'late_after_finalization' = 3, 'invalid_future_event' = 4)			
difference	> column	late_event_audit	lateness_seconds	Int64			
difference	> column	late_event_audit	recorded_at	DateTime	DEFAULT	now()	
difference	> column	late_event_audit	video_session_id	String			
difference	> column	late_event_audit_mv	arrival_timestamp	DateTime64(3)			
difference	> column	late_event_audit_mv	event	LowCardinality(String)			
difference	> column	late_event_audit_mv	event_date	Date			
difference	> column	late_event_audit_mv	event_timestamp	DateTime64(3)			
difference	> column	late_event_audit_mv	event_type	LowCardinality(String)			
difference	> column	late_event_audit_mv	lateness_class	String			
difference	> column	late_event_audit_mv	lateness_seconds	Int64			
difference	> column	late_event_audit_mv	video_session_id	String			
difference	> column	playback_health_minute	abandoned_sessions	UInt32			
difference	> column	playback_health_minute	abandonment_rate	Float32			
difference	> column	playback_health_minute	active_sessions	UInt32			
difference	> column	playback_health_minute	app_version	LowCardinality(String)			
difference	> column	playback_health_minute	content_id	Int64			
difference	> column	playback_health_minute	country	LowCardinality(String)			
difference	> column	playback_health_minute	heartbeat_timeout_rate	Float32			
difference	> column	playback_health_minute	heartbeat_timeout_sessions	UInt32			
difference	> column	playback_health_minute	minute	DateTime			
difference	> column	playback_health_minute	platform	LowCardinality(String)			
difference	> column	playback_health_minute	updated_at	DateTime	DEFAULT	now()	
difference	> column	playback_health_minute	version	UInt64			
difference	> column	playback_health_minute	video_error_rate	Float32			
difference	> column	playback_health_minute	video_error_sessions	UInt32			
difference	> column	playback_health_minute	video_type	LowCardinality(String)			
difference	> column	session_insight_facts	abandoned	UInt8			
difference	> column	session_insight_facts	active_after_10m	UInt8			
difference	> column	session_insight_facts	active_after_15m	UInt8			
difference	> column	session_insight_facts	active_after_1m	UInt8			
difference	> column	session_insight_facts	active_after_5m	UInt8			
difference	> column	session_insight_facts	active_interval_count	UInt16			
difference	> column	session_insight_facts	active_seconds	UInt32			
difference	> column	session_insight_facts	app_version	LowCardinality(String)			
difference	> column	session_insight_facts	background_count	UInt16			
difference	> column	session_insight_facts	category	LowCardinality(String)			
difference	> column	session_insight_facts	content_id	Int64			
difference	> column	session_insight_facts	country	LowCardinality(String)			
difference	> column	session_insight_facts	ended_normally	UInt8			
