# evidence: schema_drift_phoenix
# what: live structure of phoenix against sql/schema/, via an empty reference database
# run_utc: 2026-08-01 23:45:54
# git: 0768278-dirty
# host: ss-cric
# row_count: 1857093
# event_watermark: 2026-08-01 23:45:44.769
# frozen_before: 2026-08-01
# frozen_slice_rows: 905558   (event_timestamp < frozen_before, the validated corpus)
# ingest_watermark: 2026-08-01 23:45:45   (NOT REPRODUCIBLE, see below)
# ingest_watermark_warning: ingested_at was added by ALTER after the July rows were loaded.
#   ClickHouse does not rewrite existing parts, so for those 905,558 rows the DEFAULT now()
#   is evaluated AT READ TIME and the column equals the wall clock of whichever query reads
#   it. Proven in evidence/ingested_at_nondeterminism. Do not filter on it.
metric	value
target_database	phoenix
reference_database	phoenix_schema_ref	(empty, built from sql/schema/)
drift_allow	arrival_timestamp,mv_body raw_events_mv,concurrency_deltas_naive,event_id,_skeptic_touched
differences	0	(required 0)
allowed_differences	17
verdict	PASS
allowed_difference	> column	_skeptic_touched	video_session_id	String			
allowed_difference	> column	concurrency_deltas_naive	app_version	LowCardinality(String)			
allowed_difference	> column	concurrency_deltas_naive	content_id	Int64			
allowed_difference	> column	concurrency_deltas_naive	country	LowCardinality(String)			
allowed_difference	> column	concurrency_deltas_naive	delta	Int32			
allowed_difference	> column	concurrency_deltas_naive	minute	DateTime			
allowed_difference	> column	concurrency_deltas_naive	platform	LowCardinality(String)			
allowed_difference	> column	concurrency_deltas_naive	video_type	LowCardinality(String)			
allowed_difference	< column	raw_events	arrival_timestamp	DateTime64(3)	DEFAULT	toDateTime64(0, 3)	
allowed_difference	> column	raw_events	event_id	String			
allowed_difference	> column	raw_events_landing	event_id	String			
allowed_difference	< column	raw_events_mv	arrival_timestamp	DateTime64(3)			
allowed_difference	> column	raw_events_mv	event_id	String			
allowed_difference	< mv_body	raw_events_mv	CREATE MATERIALIZED VIEW DB.raw_events_mv TO DB.raw_events (`video_session_id` String, `user_id` String, `content_id` Int64, `event_type` LowCardinality(String), `event` LowCardinality(String), `event_timestamp` DateTime64(3), `platform` LowCardinality(String), `app_version` LowCardinality(String), `country` LowCardinality(String), `audio_language` LowCardinality(String), `subtitle_language` LowCardinality(String), `player_version` LowCardinality(String), `session_start_epoch` DateTime64(3), `arrival_timestamp` DateTime64(3)) AS SELECT video_session_id, user_id, content_id, event_type, event, fromUnixTimestamp64Milli(event_timestamp) AS event_timestamp, platform, app_version, country, audio_language, subtitle_language, player_version, fromUnixTimestamp64Milli(session_start_epoch) AS session_start_epoch, now64(3) AS arrival_timestamp FROM DB.raw_events_landing
allowed_difference	> mv_body	raw_events_mv	CREATE MATERIALIZED VIEW DB.raw_events_mv TO DB.raw_events (`video_session_id` String, `user_id` String, `content_id` Int64, `event_type` LowCardinality(String), `event` LowCardinality(String), `event_timestamp` DateTime64(3), `platform` LowCardinality(String), `app_version` LowCardinality(String), `country` LowCardinality(String), `audio_language` LowCardinality(String), `subtitle_language` LowCardinality(String), `player_version` LowCardinality(String), `session_start_epoch` DateTime64(3), `event_id` String) AS SELECT video_session_id, user_id, content_id, event_type, event, fromUnixTimestamp64Milli(event_timestamp) AS event_timestamp, platform, app_version, country, audio_language, subtitle_language, player_version, fromUnixTimestamp64Milli(session_start_epoch) AS session_start_epoch, event_id FROM DB.raw_events_landing
allowed_difference	> table	_skeptic_touched	Memory				
allowed_difference	> table	concurrency_deltas_naive	SharedSummingMergeTree	platform, country, video_type, content_id, app_version, minute	toYYYYMMDD(minute)	platform, country, video_type, content_id, app_version, minute	
