"content_id","video_session_id","user_id","event_type","event","event_timestamp","platform","app_version","country","audio_language","subtitle_language","player_version","session_start_epoch"
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoSessionStart","VideoSessionStart",1785062007336,"JIO_ANDROID_TV","3.9.4","india","hin","unk","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoPlay","Play",1785062009028,"JIO_ANDROID_TV","3.9.4","india","hin","OFF","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","upshift",1785062011289,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","video-resize",1785062049131,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","network-bandwidth",1785062049136,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","buffer-health",1785062049136,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","network-activity",1785062049136,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","video-resize",1785062089137,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","buffer-health",1785062089140,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","network-activity",1785062089140,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","video-resize",1785062129141,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","buffer-health",1785062129144,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","network-activity",1785062129144,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","video-resize",1785062169145,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","network-bandwidth",1785062169147,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","buffer-health",1785062169147,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","network-activity",1785062169147,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","video-resize",1785062249151,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","buffer-health",1785062249153,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","network-activity",1785062249153,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","video-resize",1785062209148,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
21311522,"94D660E9F4D438A91A80A351320BE2B344B81FAFFE23A5BE677F93A6684F8DAC","7C7D3C62725140B3E15072BBD0166D5EA6C6811F0061AB2F53CA2179DF43858D","VideoHeartbeat","network-bandwidth",1785062209151,"JIO_ANDROID_TV","3.9.4","india","hin","UNK","1.8.2",1785062007336
